INSTITUICAO,COD_IBGE,UF,POPULACAO,INDICADOR_1,NOTA_1,INDICADOR_2,NOTA_2,INDICADOR_3,NOTA_3,CLASSIFICACAO_CAPAG,ANO_BASE
Prefeitura Municipal de Ouro Branco - AL,2706109,AL,11456,"0,122594354",A,"1,044147806",C,,n.d.,n.d.,2019
Prefeitura Municipal de Ouro Branco - MG,3145901,MG,39121,"0,095542938",A,"0,934336726",B,"0,410322126",A,B,2019
Prefeitura Municipal de Ouro Branco - RN,2408508,RN,4812,"0,192286778",A,"0,8925755",A,,n.d.,n.d.,2019
Prefeitura Municipal de Ouro Fino - MG,3146008,MG,33481,"0,068966604",A,"0,88318097",A,"0,620630178",A,A,2019
Prefeitura Municipal de Ouro Preto - MG,3146107,MG,73994,"0,031256262",A,"0,930761662",B,"0,967773471",A,B,2019
Prefeitura Municipal de Ouro Preto do Oeste - RO,1100155,RO,36340,"0,01865499",A,"0,838210368",A,"0,034738007",A,A,2019
Prefeitura Municipal de Ouro Velho - PB,2510600,PB,3033,"0,048249145",A,"0,929974969",B,"1,015337682",C,C,2019
Prefeitura Municipal de Ouro Verde - SC,4211850,SC,2227,"0,007352036",A,"0,901594353",B,"0,040859153",A,B,2019
Prefeitura Municipal de Ouro Verde - SP,3534807,SP,8503,"0,068182713",A,"0,959818492",C,"0,008355831",A,C,2019
Prefeitura Municipal de Ouro Verde de Goiás - GO,5215405,GO,3797,"0,083753143",A,"0,921340354",B,"0,848867701",A,B,2019
Prefeitura Municipal de Ouro Verde de Minas - MG,3146206,MG,5954,"0,093748721",A,"0,967246423",C,"3,058417858",C,C,2019
Prefeitura Municipal de Ouro Verde do Oeste - PR,4117453,PR,5975,"0,050901611",A,#NÚM!,C,"0,064569344",A,C,2019
Prefeitura Municipal de Ouroeste - SP,3534757,SP,10177,"0,048493979",A,"0,877556948",A,"6,145026217",C,C,2019
Prefeitura Municipal de Ourolândia - BA,2923357,BA,17389,"0,503277275",A,"0,924523758",B,"3,251654037",C,C,2019
Prefeitura Municipal de Ouvidor - GO,5215504,GO,6549,"0,006309787",A,"0,850718759",A,"0,039544808",A,A,2019
Prefeitura Municipal de Pacaembu - SP,3534906,SP,14130,"0,058559535",A,"0,976920149",C,"1,283288669",C,C,2019
Prefeitura Municipal de Pacajá - PA,1505486,PA,46986,"0,644037552",B,"0,968364545",C,,n.d.,n.d.,2019
Prefeitura Municipal de Pacajus - CE,2309607,CE,71193,"0,406997266",A,"0,925218384",B,"2,1812041",C,C,2019
Prefeitura Municipal de Pacaraima - RR,1400456,RR,15580,,n.d.,"1,850039729",C,0,n.d.,n.d.,2019
Prefeitura Municipal de Pacatuba - CE,2309706,CE,83157,"0,166286196",A,"0,920718499",B,"0,699957516",A,B,2019
Prefeitura Municipal de Pacatuba - SE,2804904,SE,14347,"0,236733246",A,"0,964236657",C,"2,393052072",C,C,2019
Prefeitura Municipal de Paço do Lumiar - MA,2107506,MA,120621,,n.d.,"3,519526973",C,"0,528652147",A,n.d.,2019
Prefeitura Municipal de Pacoti - CE,2309805,CE,12046,"0,143713112",A,"0,949015971",B,,n.d.,n.d.,2019
Prefeitura Municipal de Pacujá - CE,2309904,CE,6246,"0,636245669",B,"0,930810619",B,"1,052712228",C,C,2019
Prefeitura Municipal de Padre Bernardo - GO,5215603,GO,33228,"0,302723526",A,"0,94130395",B,"2,739660262",C,C,2019
Prefeitura Municipal de Padre Carvalho - MG,3146255,MG,6332,"0,074405439",A,"0,936556142",B,"2,246283254",C,C,2019
Prefeitura Municipal de Padre Marcos - PI,2207207,PI,6862,,n.d.,"0,897102055",A,"2,103201901",C,n.d.,2019
Prefeitura Municipal de Padre Paraíso - MG,3146305,MG,20052,"0,028513682",A,"0,926294617",B,,n.d.,n.d.,2019
Prefeitura Municipal de Paes Landim - PI,2207306,PI,,,n.d.,,n.d.,,n.d.,n.d.,2019
Prefeitura Municipal de Pai Pedro - MG,3146552,MG,6084,"0,016280153",A,"0,947708547",B,"0,724663835",A,B,2019
Prefeitura Municipal de Paial - SC,4211876,SC,1537,"0,053196612",A,"0,922543129",B,"0,029727888",A,B,2019
Prefeitura Municipal de Paiçandu - PR,4117503,PR,40777,"0,043040344",A,"0,961587881",C,,n.d.,n.d.,2019
Prefeitura Municipal de Paim Filho - RS,4313607,RS,3880,"0,06982571",A,"0,901104875",B,"0,852403872",A,B,2019
Prefeitura Municipal de Paineiras - MG,3146404,MG,4510,"0,292012626",A,"0,971844178",C,"3,139471319",C,C,2019
Prefeitura Municipal de Painel - SC,4211892,SC,2363,"0,067656683",A,"0,910437048",B,"0,285391603",A,B,2019
Prefeitura Municipal de Pains - MG,3146503,MG,8270,"0,110141545",A,"0,97268078",C,"0,75031669",A,C,2019
Prefeitura Municipal de Paiva - MG,3146602,MG,1535,,n.d.,"0,927590835",B,"0,268138119",A,n.d.,2019
Prefeitura Municipal de Pajeú do Piauí - PI,2207355,PI,3375,"0,030757773",A,"0,951997637",C,,n.d.,n.d.,2019
Prefeitura Municipal de Palestina - AL,2706208,AL,4985,"0,130277885",A,"1,026551011",C,,n.d.,n.d.,2019
Prefeitura Municipal de Palestina - SP,3535002,SP,12786,"0,115163142",A,"0,899509515",A,"1,610935535",C,C,2019
Prefeitura Municipal de Palestina de Goiás - GO,5215652,GO,3460,"0,259460151",A,"0,802028827",A,"2,75E-05",A,A,2019
Prefeitura Municipal de Palestina do Pará - PA,1505494,PA,,,n.d.,,n.d.,,n.d.,n.d.,2019
Prefeitura Municipal de Palhano - CE,2310001,CE,9348,"1,325849143",B,"0,991670299",C,,n.d.,n.d.,2019
Prefeitura Municipal de Palhoça - SC,4211900,SC,168259,"0,055903825",A,"0,832951391",A,"0,041827035",A,A,2019
Prefeitura Municipal de Palma - MG,3146701,MG,6621,"0,057034531",A,"0,988990791",C,"0,420485648",A,C,2019
Prefeitura Municipal de Palma Sola - SC,4212007,SC,7475,"0,044527997",A,"0,917592889",B,"0,06747464",A,B,2019
Prefeitura Municipal de Palmácia - CE,2310100,CE,13214,"0,736300334",B,"205,7647397",C,"3,488608625",C,C,2019
Prefeitura Municipal de Palmares - PE,2610004,PE,62994,"0,15795058",A,"0,974644504",C,"29,37086913",C,C,2019
Prefeitura Municipal de Palmares do Sul - RS,4313656,RS,11306,"0,050081734",A,"0,873671748",A,"0,739898501",A,A,2019
Prefeitura Municipal de Palmares Paulista - SP,3535101,SP,13058,"0,495673913",A,"0,927974835",B,"0,580848664",A,B,2019
Prefeitura Municipal de Palmas - PR,4117602,PR,50198,"0,040416572",A,"0,899693874",A,"0,17877928",A,A,2019
Prefeitura Municipal de Palmas - TO,1721000,TO,291855,"0,144127055",A,"0,816135003",A,"0,542594858",A,A,2019
Prefeitura Municipal de Palmas de Monte Alto - BA,2923407,BA,21703,"0,558794761",A,"0,894073661",A,"4,533009792",C,C,2019
Prefeitura Municipal de Palmeira - PR,4117701,PR,33757,"0,434971833",A,"0,914334101",B,"0,019984338",A,B,2019
Prefeitura Municipal de Palmeira - SC,4212056,SC,2603,"0,050148694",A,"0,907225709",B,"-77,12173307",C,C,2019
Prefeitura Municipal de Palmeira das Missões - RS,4313706,RS,33481,"0,481213198",A,"0,817439076",A,"8,980262029",C,C,2019
Prefeitura Municipal de Palmeira do Piauí - PI,2207405,PI,,,n.d.,,n.d.,,n.d.,n.d.,2019
Prefeitura Municipal de Palmeira d'Oeste - SP,3535200,SP,9340,"0,017570633",A,"0,943997044",B,"0,021654893",A,B,2019
Prefeitura Municipal de Palmeira dos Índios - AL,2706307,AL,73096,"0,124831578",A,"0,905050782",B,"0,562121628",A,B,2019
Prefeitura Municipal de Palmeirais - PI,2207504,PI,14488,"0,248028448",A,"1,071823926",C,"9,139310701",C,C,2019
Prefeitura Municipal de Palmeirândia - MA,2107605,MA,19661,,n.d.,"0,937813656",B,,n.d.,n.d.,2019
Prefeitura Municipal de Palmeirante - TO,1715705,TO,5919,"0,087259783",A,"1,019078026",C,"0,025257471",A,C,2019
Prefeitura Municipal de Palmeiras - BA,2923506,BA,8961,"0,573702649",A,"0,923366533",B,"0,268154899",A,B,2019
Prefeitura Municipal de Palmeiras de Goiás - GO,5215702,GO,28313,,n.d.,"0,976675778",C,"0,122251024",A,n.d.,2019
Prefeitura Municipal de Palmeiras do Tocantins - TO,1713809,TO,6570,"0,106513706",A,"0,983832033",C,"0,195399803",A,C,2019
Prefeitura Municipal de Palmeirina - PE,2610103,PE,7789,"0,035523985",A,"1,11290393",C,"11,89267921",C,C,2019
Prefeitura Municipal de Palmeirópolis - TO,1715754,TO,7641,"0,014928655",A,"0,915878184",B,"-0,013745643",C,C,2019
Prefeitura Municipal de Palmelo - GO,5215801,GO,2380,"0,73435999",B,"0,965345688",C,"5,797000608",C,C,2019
Prefeitura Municipal de Palminópolis - GO,5215900,GO,3589,"0,06227303",A,"0,941711762",B,"-0,772923925",C,C,2019
Prefeitura Municipal de Palmital - PR,4117800,PR,13389,"0,354669246",A,"0,824334959",A,"3,503441775",C,C,2019
Prefeitura Municipal de Palmital - SP,3535309,SP,22168,"0,04627216",A,"0,969482276",C,,n.d.,n.d.,2019
Prefeitura Municipal de Palmitinho - RS,4313805,RS,7058,"0,155969799",A,"0,936971357",B,"0,325275386",A,B,2019
Prefeitura Municipal de Palmitos - SC,4212106,SC,16182,,n.d.,"0,847691052",A,"0,032784723",A,n.d.,2019
Prefeitura Municipal de Palmópolis - MG,3146750,MG,5671,"0,34110082",A,"0,941411912",B,,n.d.,n.d.,2019
Prefeitura Municipal de Palotina - PR,4117909,PR,31564,"0,078853259",A,"0,828653897",A,"0,018522426",A,A,2019
Prefeitura Municipal de Panamá - GO,5216007,GO,2627,"0,055429586",A,"0,951797421",C,"0,175817115",A,C,2019
Prefeitura Municipal de Panambi - RS,4313904,RS,43170,"0,110505231",A,"0,793091601",A,"0,754556904",A,A,2019
Prefeitura Municipal de Pancas - ES,3204005,ES,23059,"0,062026916",A,"0,994397844",C,"0,167094299",A,C,2019
Prefeitura Municipal de Panelas - PE,2610202,PE,26492,"0,184656647",A,"0,930913578",B,"0,095968183",A,B,2019
Prefeitura Municipal de Panorama - SP,3535408,SP,15690,"0,239333912",A,"0,972722694",C,"0,785790369",A,C,2019
Prefeitura Municipal de Pantano Grande - RS,4313953,RS,9269,"0,071060772",A,"0,847996777",A,"0,561683992",A,A,2019
Prefeitura Municipal de Pão de Açúcar - AL,2706406,AL,,,n.d.,,n.d.,,n.d.,n.d.,2019
Prefeitura Municipal de Papagaios - MG,3146909,MG,15543,"0,044608908",A,"0,939301468",B,"1,408322417",C,C,2019
Prefeitura Municipal de Papanduva - SC,4212205,SC,19218,"0,088314415",A,"0,874716394",A,"1,432419255",C,C,2019
Prefeitura Municipal de Paquetá - PI,2207553,PI,3953,"0,062400186",A,"1,047179576",C,"0,134006614",A,C,2019
Prefeitura Municipal de Pará de Minas - MG,3147105,MG,93101,"0,145970082",A,"0,899915561",A,"0,731958432",A,A,2019
Prefeitura Municipal de Paracambi - RJ,3303609,RJ,51815,"0,296004007",A,,n.d.,"0,436174231",A,n.d.,2019
Prefeitura Municipal de Paracatu - MG,3147006,MG,92430,"0,067213636",A,"0,865283795",A,"0,232636448",A,A,2019
Prefeitura Municipal de Paracuru - CE,2310209,CE,34097,"0,550878722",A,"1,004331735",C,"3,836708729",C,C,2019
Prefeitura Municipal de Paragominas - PA,1505502,PA,111764,"0,0008",A,"0,942591544",B,"0,354527291",A,B,2019
Prefeitura Municipal de Paraguaçu - MG,3147204,MG,21418,"0,033093929",A,"0,967394763",C,"0,190941644",A,C,2019
Prefeitura Municipal de Paraguaçu Paulista - SP,3535507,SP,45455,"0,231489533",A,"0,889498677",A,"1,347346623",C,C,2019
Prefeitura Municipal de Paraí - RS,4314001,RS,7585,"0,080575728",A,"0,854784987",A,"0,474989987",A,A,2019
Prefeitura Municipal de Paraíba do Sul - RJ,3303708,RJ,,,n.d.,,n.d.,,n.d.,n.d.,2019
Prefeitura Municipal de Paraibano - MA,2107704,MA,21290,,n.d.,"0,947388842",B,"0,28147533",A,n.d.,2019
Prefeitura Municipal de Paraibuna - SP,3535606,SP,18180,"0,042810346",A,"0,875060548",A,"2,054509698",C,C,2019
Prefeitura Municipal de Paraipaba - CE,2310258,CE,32700,"0,290163308",A,"2,224041757",C,"0,380805418",A,C,2019
Prefeitura Municipal de Paraíso - SC,4212239,SC,3515,,n.d.,"0,895389242",A,"0,25660382",A,n.d.,2019
Prefeitura Municipal de Paraíso - SP,3535705,SP,6411,"0,000393464",A,"0,85280652",A,"0,203208092",A,A,2019
Prefeitura Municipal de Paraíso das Águas - MS,5006275,MS,5455,"0,053502827",A,"0,824116662",A,"0,016757569",A,A,2019
Prefeitura Municipal de Paraíso do Norte - PR,4118006,PR,13631,"0,084227292",A,"0,942578282",B,"0,065665951",A,B,2019
Prefeitura Municipal de Paraíso do Sul - RS,4314027,RS,7599,,n.d.,"0,834891153",A,"0,421854489",A,n.d.,2019
Prefeitura Municipal de Paraíso do Tocantins - TO,1716109,TO,50602,"0,152475014",A,"0,833807813",A,,n.d.,n.d.,2019
Prefeitura Municipal de Paraisópolis - MG,3147303,MG,20940,"0,031394287",A,"0,929377086",B,"0,217898457",A,B,2019
Prefeitura Municipal de Parambu - CE,2310308,CE,31398,"0,094480229",A,"0,903273143",B,"0,325068286",A,B,2019
Prefeitura Municipal de Paramirim - BA,2923605,BA,21518,"0,973707728",B,"0,989416884",C,"1,488346959",C,C,2019
Prefeitura Municipal de Paramoti - CE,2310407,CE,11664,"0,401655528",A,"1,015334422",C,,n.d.,n.d.,2019
Prefeitura Municipal de Paraná - RN,2408607,RN,4232,,n.d.,"1,063787993",C,"0,233649893",A,n.d.,2019
Prefeitura Municipal de Paranã - TO,1716208,TO,10461,"0,141284229",A,"0,942685693",B,"0,622332725",A,B,2019
Prefeitura Municipal de Paranacity - PR,4118105,PR,11361,"0,130567165",A,"1,003176532",C,"1,591040512",C,C,2019
Prefeitura Municipal de Paranaguá - PR,4118204,PR,153666,"0,160772419",A,"0,89396865",A,"0,165531026",A,A,2019
Prefeitura Municipal de Paranaíba - MS,5006309,MS,42010,"0,427106571",A,"0,967903483",C,"0,398966422",A,C,2019
Prefeitura Municipal de Paranaiguara - GO,5216304,GO,9972,"0,390837471",A,"0,985300671",C,"2,397106417",C,C,2019
Prefeitura Municipal de Paranaíta - MT,5106299,MT,11193,"3,88E-05",A,"0,835375154",A,"0,142433851",A,A,2019
Prefeitura Municipal de Paranapanema - SP,3535804,SP,19993,"0,160740632",A,"0,907126376",B,"-26,57111843",C,C,2019
Prefeitura Municipal de Paranapoema - PR,4118303,PR,3164,"0,259969196",A,"0,897750637",A,"0,098790591",A,A,2019
Prefeitura Municipal de Paranapuã - SP,3535903,SP,4061,"0,030359833",A,"0,918291114",B,"0,137081097",A,B,2019
Prefeitura Municipal de Paranatama - PE,2610301,PE,11478,"0,21394193",A,"1,013603866",C,"12,51201691",C,C,2019
Prefeitura Municipal de Paranatinga - MT,5106307,MT,22246,"0,003855483",A,"0,950788724",C,"0,753383878",A,C,2019
Prefeitura Municipal de Paranavaí - PR,4118402,PR,87813,"0,297642443",A,"0,857199376",A,"0,045096442",A,A,2019
Prefeitura Municipal de Paranhos - MS,5006358,MS,14048,"0,095606995",A,"0,777175217",A,"0,078922951",A,A,2019
Prefeitura Municipal de Paraopeba - MG,3147402,MG,24375,"0,06153437",A,"0,930796182",B,"0,542457434",A,B,2019
Prefeitura Municipal de Parapuã - SP,3536000,SP,10980,"0,273038316",A,"0,970088499",C,"1,194749205",C,C,2019
Prefeitura Municipal de Parari - PB,2510659,PB,1786,,n.d.,"0,966197396",C,"9,730314363",C,n.d.,2019
Prefeitura Municipal de Paratinga - BA,2923704,BA,31853,"0,306172423",A,"0,969682233",C,"9,004521265",C,C,2019
Prefeitura Municipal de Paraty - RJ,3303807,RJ,42630,"0,0075247",A,"0,879905405",A,"0,304576381",A,A,2019
Prefeitura Municipal de Paraú - RN,2408706,RN,3787,"0,747659095",B,"0,99828766",C,,n.d.,n.d.,2019
Prefeitura Municipal de Parauapebas - PA,1505536,PA,202882,"0,079953106",A,"0,813485154",A,"0,244532866",A,A,2019
Prefeitura Municipal de Paraúna - GO,5216403,GO,10995,"0,128501239",A,"0,896786128",A,"0,08018485",A,A,2019
Prefeitura Municipal de Parazinho - RN,2408805,RN,5201,,n.d.,"0,985877366",C,"0,006698281",A,n.d.,2019
Prefeitura Municipal de Pardinho - SP,3536109,SP,6360,"0,021939414",A,"0,95254752",C,"0,490282659",A,C,2019
Prefeitura Municipal de Pareci Novo - RS,4314035,RS,3812,,n.d.,"0,825073578",A,"328,7464491",C,n.d.,2019
Prefeitura Municipal de Parecis - RO,1101450,RO,5947,"0,02987382",A,"0,940436548",B,"0,231837061",A,B,2019
Prefeitura Municipal de Parelhas - RN,2408904,RN,21408,"0,078856226",A,"0,987375836",C,,n.d.,n.d.,2019
Prefeitura Municipal de Pariconha - AL,2706422,AL,10527,"0,221506253",A,"0,871451248",A,"0,175876191",A,A,2019
Prefeitura Municipal de Parintins - AM,1303403,AM,113168,"0,053388763",A,"0,98744669",C,"1,872594565",C,C,2019
Prefeitura Municipal de Paripiranga - BA,2923803,BA,28956,"0,225703882",A,"0,927885784",B,"0,234237438",A,B,2019
Prefeitura Municipal de Paripueira - AL,2706448,AL,13016,,n.d.,"0,706087336",A,,n.d.,n.d.,2019
Prefeitura Municipal de Pariquera-Açu - SP,3536208,SP,19570,"0,042146334",A,"0,893445326",A,"0,013169514",A,A,2019
Prefeitura Municipal de Parisi - SP,3536257,SP,2153,"0,045610549",A,"0,923450621",B,"1,6936575",C,C,2019
Prefeitura Municipal de Parnaguá - PI,2207603,PI,10762,"8,586187091",C,"1,037794631",C,"0,676245382",A,C,2019
Prefeitura Municipal de Parnaíba - PI,2207702,PI,152653,"0,067407825",A,"1,110590166",C,"0,370020779",A,C,2019
Prefeitura Municipal de Parnamirim - PE,2610400,PE,21914,"0,187133396",A,"0,96380268",C,"-8,046400639",C,C,2019
Prefeitura Municipal de Parnamirim - RN,2403251,RN,255793,"0,09377196",A,"0,96283598",C,"0,854358421",A,C,2019
Prefeitura Municipal de Parnarama - MA,2107803,MA,34805,,n.d.,"9,275978517",C,"0,066640287",A,n.d.,2019
Prefeitura Municipal de Parobé - RS,4314050,RS,57660,"0,392097243",A,"0,898290926",A,"-0,645829433",C,C,2019
Prefeitura Municipal de Passa e Fica - RN,2409100,RN,13076,"0,242541419",A,"1,309123456",C,"0,022693135",A,C,2019
Prefeitura Municipal de Passa Quatro - MG,3147600,MG,16294,"0,2938635",A,"0,977964918",C,"0,091222917",A,C,2019
Prefeitura Municipal de Passa Sete - RS,4314068,RS,5656,"0,073432604",A,"0,826358914",A,"0,092832598",A,A,2019
Prefeitura Municipal de Passa Tempo - MG,3147709,MG,8112,"0,047719363",A,"0,912436593",B,"0,51888782",A,B,2019
Prefeitura Municipal de Passabém - MG,3147501,MG,1664,"0,00039585",A,,n.d.,,n.d.,n.d.,2019
Prefeitura Municipal de Passagem - PB,2510709,PB,2402,"0,497938221",A,"0,941498995",B,"1,043973262",C,C,2019
Prefeitura Municipal de Passagem - RN,2409209,RN,3075,"0,252529431",A,"0,966105469",C,"0,532019524",A,C,2019
Prefeitura Municipal de Passagem Franca - MA,2107902,MA,18898,,n.d.,,n.d.,"6,666896902",C,n.d.,2019
Prefeitura Municipal de Passagem Franca do Piauí - PI,2207751,PI,4302,,n.d.,"1,067941806",C,"3,425662334",C,n.d.,2019
Prefeitura Municipal de Passa-Vinte - MG,3147808,MG,2048,"0,170299494",A,"0,882045378",A,"0,100598977",A,A,2019
Prefeitura Municipal de Passira - PE,2610509,PE,28972,"0,220802162",A,"1,036723849",C,"12,27512375",C,C,2019
Prefeitura Municipal de Passo de Camaragibe - AL,2706505,AL,,,n.d.,,n.d.,,n.d.,n.d.,2019
Prefeitura Municipal de Passo de Torres - SC,4212254,SC,8594,"0,055693138",A,"0,954541519",C,"3,412257116",C,C,2019
Prefeitura Municipal de Passo do Sobrado - RS,4314076,RS,6493,"0,082894913",A,"0,845493437",A,"0,200330499",A,A,2019
Prefeitura Municipal de Passo Fundo - RS,4314100,RS,201767,"0,169214779",A,"0,830458411",A,"0,460387802",A,A,2019
Prefeitura Municipal de Passos - MG,3147907,MG,113998,"0,127432174",A,"0,945344295",B,"3,889828761",C,C,2019
Prefeitura Municipal de Passos Maia - SC,4212270,SC,4186,"0,005713183",A,"0,964193555",C,"0,015875188",A,C,2019
Prefeitura Municipal de Pastos Bons - MA,2108009,MA,,,n.d.,"0,957548115",C,,n.d.,n.d.,2019
Prefeitura Municipal de Patis - MG,3147956,MG,5942,"0,098453852",A,"0,999098763",C,"0,431908682",A,C,2019
Prefeitura Municipal de Pato Bragado - PR,4118451,PR,5535,,n.d.,"0,814338382",A,"0,07785213",A,n.d.,2019
Prefeitura Municipal de Pato Branco - PR,4118501,PR,81893,"0,115376201",A,"0,882503115",A,"0,664407314",A,A,2019
Prefeitura Municipal de Patos - PB,2510808,PB,106984,"0,458679878",A,"1,090688538",C,"3,971227696",C,C,2019
Prefeitura Municipal de Patos de Minas - MG,3148004,MG,150833,"0,070028999",A,"0,857166011",A,"1,165992846",C,C,2019
Prefeitura Municipal de Patos do Piauí - PI,2207777,PI,6377,"0,145618015",A,"1,036565132",C,"2,811508435",C,C,2019
Prefeitura Municipal de Patrocínio - MG,3148103,MG,90041,"0,271569875",A,"0,870655308",A,,n.d.,n.d.,2019
Prefeitura Municipal de Patrocínio do Muriaé - MG,3148202,MG,5652,"0,0383978",A,"0,966638791",C,"2,388318528",C,C,2019
Prefeitura Municipal de Patrocínio Paulista - SP,3536307,SP,14529,"0,08001799",A,"0,946096495",B,"0,002382282",A,B,2019
Prefeitura Municipal de Patu - RN,2409308,RN,12701,"0,148232789",A,,n.d.,"-4,956450201",C,n.d.,2019
Prefeitura Municipal de Paty do Alferes - RJ,3303856,RJ,27678,"0,010816016",A,"0,847791573",A,"0,217366717",A,A,2019
Prefeitura Municipal de Pau Brasil - BA,2923902,BA,9981,"1,064922812",B,"0,956250133",C,"0,084289622",A,C,2019
Prefeitura Municipal de Pau D'Arco - PA,1505551,PA,5557,"0,426873515",A,"1,023850189",C,,n.d.,n.d.,2019
Prefeitura Municipal de Pau D'Arco - TO,1716307,TO,4831,"0,060373297",A,"1,064560361",C,"0,748186346",A,C,2019
Prefeitura Municipal de Pau D'Arco do Piauí - PI,2207793,PI,4023,"0,167930399",A,"0,999152203",C,"0,264689154",A,C,2019
Prefeitura Municipal de Pau dos Ferros - RN,2409407,RN,30183,"0,577873684",A,"0,991004857",C,"1,954729783",C,C,2019
Prefeitura Municipal de Paudalho - PE,2610608,PE,56074,"0,718631056",B,"0,938061656",B,"6,235712235",C,C,2019
Prefeitura Municipal de Pauini - AM,1303502,AM,19329,"0,048273137",A,"0,947918347",B,"0,170199202",A,B,2019
Prefeitura Municipal de Paula Cândido - MG,3148301,MG,9557,"0,029157494",A,"0,981223539",C,"-7,76002293",C,C,2019
Prefeitura Municipal de Paula Freitas - PR,4118600,PR,5837,"0,102150412",A,"0,993640237",C,"0,06199852",A,C,2019
Prefeitura Municipal de Paulicéia - SP,3536406,SP,7274,"0,010651959",A,"0,974168896",C,"1,001966978",C,C,2019
Prefeitura Municipal de Paulínia - SP,3536505,SP,106776,"0,254236118",A,"0,891752687",A,"5,82716813",C,C,2019
Prefeitura Municipal de Paulino Neves - MA,2108058,MA,15901,,n.d.,"1,076719965",C,"4,739636059",C,n.d.,2019
Prefeitura Municipal de Paulista - PB,2510907,PB,12260,"0,105182634",A,"0,934324218",B,"0,86621161",A,B,2019
Prefeitura Municipal de Paulista - PE,2610707,PE,329117,"0,111597063",A,"0,9567796",C,"3,468919875",C,C,2019
Prefeitura Municipal de Paulistana - PI,2207801,PI,20490,"0,103617869",A,"0,946900598",B,"0,546695319",A,B,2019
Prefeitura Municipal de Paulistânia - SP,3536570,SP,1832,"0,035972808",A,"0,984981808",C,0,n.d.,n.d.,2019
Prefeitura Municipal de Paulistas - MG,3148400,MG,4849,"0,155034959",A,"0,907458839",B,"1,363196372",C,C,2019
Prefeitura Municipal de Paulo Afonso - BA,2924009,BA,117014,"0,022441296",A,"0,899408317",A,"0,378420432",A,A,2019
Prefeitura Municipal de Paulo Bento - RS,4314134,RS,2287,,n.d.,"-9,13E+15",A,"0,103771248",A,n.d.,2019
Prefeitura Municipal de Paulo de Faria - SP,3536604,SP,8930,"0,151692127",A,"0,945614989",B,"1,017110161",C,C,2019
Prefeitura Municipal de Paulo Frontin - PR,4118709,PR,7321,"0,172104914",A,"0,927845262",B,"0,337991759",A,B,2019
Prefeitura Municipal de Paulo Jacinto - AL,2706604,AL,7568,"0,319541856",A,"0,888255105",A,"18,82986973",C,C,2019
Prefeitura Municipal de Paulo Lopes - SC,4212304,SC,7418,"0,19427335",A,"0,933168704",B,"0,56164631",A,B,2019
Prefeitura Municipal de Paulo Ramos - MA,2108108,MA,21015,,n.d.,"1,861177252",C,"-4,451661167",C,n.d.,2019
Prefeitura Municipal de Pavão - MG,3148509,MG,8481,"0,366013271",A,"1,00761296",C,"2,24218903",C,C,2019
Prefeitura Municipal de Paverama - RS,4314159,RS,8459,"0,115672876",A,"0,867568382",A,"0,383673773",A,A,2019
Prefeitura Municipal de Pavussu - PI,2207850,PI,3685,,n.d.,,n.d.,"1,085191939",C,n.d.,2019
Prefeitura Municipal de Pé de Serra - BA,2924058,BA,13601,"0,392444688",A,"0,940871765",B,"11,00303246",C,C,2019
Prefeitura Municipal de Peabiru - PR,4118808,PR,13985,"0,330148897",A,,n.d.,,n.d.,n.d.,2019
Prefeitura Municipal de Peçanha - MG,3148608,MG,17545,"0,210617748",A,"0,897587992",A,"0,473410189",A,A,2019
