INSTITUICAO,COD_IBGE,UF,POPULACAO,INDICADOR_1,NOTA_1,INDICADOR_2,NOTA_2,INDICADOR_3,NOTA_3,CLASSIFICACAO_CAPAG,ANO_BASE
Prefeitura Municipal de Pau D'Arco do Piauí - PI,2207793,PI,,,n.d.,"37,05206417",C,,n.d.,n.d.,2017
Prefeitura Municipal de Pau dos Ferros - RN,2409407,RN,,,n.d.,"0,984326088",C,,n.d.,n.d.,2017
Prefeitura Municipal de Paudalho - PE,2610608,PE,55493,"0,777928228",B,"0,992900494",C,0,n.d.,n.d.,2017
Prefeitura Municipal de Pauini - AM,1303502,AM,,,n.d.,,n.d.,,n.d.,n.d.,2017
Prefeitura Municipal de Paula Cândido - MG,3148301,MG,9676,"0,017277789",A,"0,993300902",C,"24,73376362",C,C,2017
Prefeitura Municipal de Paula Freitas - PR,4118600,PR,5808,"0,017117344",A,"0,892809516",A,0,n.d.,n.d.,2017
Prefeitura Municipal de Paulicéia - SP,3536406,SP,7065,"0,012642371",A,"0,900652185",B,,n.d.,n.d.,2017
Prefeitura Municipal de Paulínia - SP,3536505,SP,100128,"0,273951916",A,"0,902317107",B,"1,607040149",C,C,2017
Prefeitura Municipal de Paulino Neves - MA,2108058,MA,15779,0,A,"1,006418781",C,,n.d.,n.d.,2017
Prefeitura Municipal de Paulista - PB,2510907,PB,12263,"0,039538264",A,"0,923250062",B,"0,415053157",A,B,2017
Prefeitura Municipal de Paulista - PE,2610707,PE,325590,"0,110207902",A,"1,00722341",C,"3,41197991",C,C,2017
Prefeitura Municipal de Paulistana - PI,2207801,PI,20198,"0,148825839",A,"0,925198801",B,0,n.d.,n.d.,2017
Prefeitura Municipal de Paulistânia - SP,3536570,SP,1840,"0,044083481",A,"0,938921201",B,"0,020355671",A,B,2017
Prefeitura Municipal de Paulistas - MG,3148400,MG,4990,"0,010394812",A,"0,967686456",C,0,n.d.,n.d.,2017
Prefeitura Municipal de Paulo Afonso - BA,2924009,BA,119930,"0,026290197",A,"0,907328341",B,"0,137051981",A,B,2017
Prefeitura Municipal de Paulo Bento - RS,4314134,RS,2302,"0,02349218",A,"0,963955213",C,,n.d.,n.d.,2017
Prefeitura Municipal de Paulo de Faria - SP,3536604,SP,8939,"0,073791074",A,"0,924442879",B,"0,196370431",A,B,2017
Prefeitura Municipal de Paulo Frontin - PR,4118709,PR,7326,"0,195406289",A,"0,832268801",A,"39,16577321",C,C,2017
Prefeitura Municipal de Paulo Jacinto - AL,2706604,AL,,,n.d.,"0,901946237",B,,n.d.,n.d.,2017
Prefeitura Municipal de Paulo Lopes - SC,4212304,SC,7282,"0,187278915",A,"0,907358445",B,"0,42800931",A,B,2017
Prefeitura Municipal de Paulo Ramos - MA,2108108,MA,20635,0,A,"0,98425133",C,,n.d.,n.d.,2017
Prefeitura Municipal de Pavão - MG,3148509,MG,8724,"0,18982818",A,"0,953116537",C,,n.d.,n.d.,2017
Prefeitura Municipal de Paverama - RS,4314159,RS,8461,"0,022811747",A,"0,859612109",A,"0,567001153",A,A,2017
Prefeitura Municipal de Pavussu - PI,2207850,PI,,,n.d.,"0,857541949",A,,n.d.,n.d.,2017
Prefeitura Municipal de Pé de Serra - BA,2924058,BA,14229,"0,383126343",A,"1,012423879",C,"0,76552108",A,C,2017
Prefeitura Municipal de Peabiru - PR,4118808,PR,14171,"0,302260759",A,"0,946440659",B,,n.d.,n.d.,2017
Prefeitura Municipal de Peçanha - MG,3148608,MG,17854,"0,05698128",A,"0,915492078",B,,n.d.,n.d.,2017
Prefeitura Municipal de Pederneiras - SP,3536703,SP,45314,"0,003705957",A,"0,989457892",C,"0,539703888",A,C,2017
Prefeitura Municipal de Pedra - PE,2610806,PE,,,n.d.,"0,971745954",C,"-11,51832648",C,n.d.,2017
Prefeitura Municipal de Pedra Azul - MG,3148707,MG,24717,"0,127699281",A,"0,993056483",C,"4,098059876",C,C,2017
Prefeitura Municipal de Pedra Bela - SP,3536802,SP,6062,"0,004714746",A,"0,971332165",C,"1,060033415",C,C,2017
Prefeitura Municipal de Pedra Bonita - MG,3148756,MG,7085,"0,054205039",A,"0,929835516",B,"1,704023755",C,C,2017
Prefeitura Municipal de Pedra Branca - CE,2310506,CE,42795,"0,003396182",A,"0,987221382",C,"1,949145949",C,C,2017
Prefeitura Municipal de Pedra Branca - PB,2511004,PB,3800,"0,204721734",A,"0,961821015",C,"3,101992049",C,C,2017
Prefeitura Municipal de Pedra Branca do Amapari - AP,1600154,AP,,,n.d.,"1,033283824",C,,n.d.,n.d.,2017
Prefeitura Municipal de Pedra do Anta - MG,3148806,MG,3304,"0,024533727",A,"0,923908216",B,,n.d.,n.d.,2017
Prefeitura Municipal de Pedra do Indaiá - MG,3148905,MG,4028,"0,055081651",A,"0,917943054",B,,n.d.,n.d.,2017
Prefeitura Municipal de Pedra Dourada - MG,3149002,MG,2427,0,A,"0,92821085",B,0,n.d.,n.d.,2017
Prefeitura Municipal de Pedra Grande - RN,2409506,RN,3392,"0,53777358",A,"1,056262363",C,,n.d.,n.d.,2017
Prefeitura Municipal de Pedra Lavrada - PB,2511103,PB,8053,"1,005275597",B,"1,014702137",C,"0,022469589",A,C,2017
Prefeitura Municipal de Pedra Mole - SE,2805000,SE,3227,0,A,"0,928318962",B,"2,537223635",C,C,2017
Prefeitura Municipal de Pedra Preta - MT,5106372,MT,16811,"0,059317953",A,"0,92632507",B,"0,224659269",A,B,2017
Prefeitura Municipal de Pedra Preta - RN,2409605,RN,2550,"0,511851757",A,"0,98991873",C,"0,432792656",A,C,2017
Prefeitura Municipal de Pedralva - MG,3149101,MG,11596,0,A,"0,991667796",C,"1,67643288",C,C,2017
Prefeitura Municipal de Pedranópolis - SP,3536901,SP,2558,"0,103656394",A,"0,917294069",B,"2,028330701",C,C,2017
Prefeitura Municipal de Pedrão - BA,2924108,BA,7486,"0,41617007",A,"0,953311765",C,"1,318632323",C,C,2017
Prefeitura Municipal de Pedras Altas - RS,4314175,RS,2181,0,A,"0,888968333",A,"0,190270236",A,A,2017
Prefeitura Municipal de Pedras de Fogo - PB,2511202,PB,28395,"0,547056832",A,"1,06283796",C,,n.d.,n.d.,2017
Prefeitura Municipal de Pedras de Maria da Cruz - MG,3149150,MG,11297,"0,02105501",A,"0,839306144",A,"0,957213541",A,A,2017
Prefeitura Municipal de Pedras Grandes - SC,4212403,SC,4047,"0,010414155",A,"0,902450988",B,"0,002886345",A,B,2017
Prefeitura Municipal de Pedregulho - SP,3537008,SP,16582,"0,052569293",A,"0,976076061",C,"4,867301644",C,C,2017
Prefeitura Municipal de Pedreira - SP,3537107,SP,46094,"0,377700409",A,"0,971066809",C,"0,728172914",A,C,2017
Prefeitura Municipal de Pedreiras - MA,2108207,MA,38433,"0,01900518",A,"0,956531357",C,"0,327003885",A,C,2017
Prefeitura Municipal de Pedrinhas - SE,2805109,SE,9523,"0,607673349",B,"0,973178857",C,"17,60464375",C,C,2017
Prefeitura Municipal de Pedrinhas Paulista - SP,3537156,SP,3079,"0,006878006",A,"0,965039196",C,,n.d.,n.d.,2017
Prefeitura Municipal de Pedrinópolis - MG,3149200,MG,3661,"0,005798476",A,"0,926144891",B,"8,947487709",C,C,2017
Prefeitura Municipal de Pedro Afonso - TO,1716505,TO,13097,"0,175825331",A,"0,942875451",B,"0,108864606",A,B,2017
Prefeitura Municipal de Pedro Alexandre - BA,2924207,BA,,,n.d.,"0,708219028",A,,n.d.,n.d.,2017
Prefeitura Municipal de Pedro Avelino - RN,2409704,RN,,,n.d.,"0,973836199",C,,n.d.,n.d.,2017
Prefeitura Municipal de Pedro Canário - ES,3204054,ES,26336,"0,003724316",A,"0,727863281",A,"0,150960843",A,A,2017
Prefeitura Municipal de Pedro de Toledo - SP,3537206,SP,11053,"0,001310959",A,"0,97359422",C,,n.d.,n.d.,2017
Prefeitura Municipal de Pedro do Rosário - MA,2108256,MA,24748,0,A,"0,860880775",A,,n.d.,n.d.,2017
Prefeitura Municipal de Pedro Gomes - MS,5006408,MS,7738,"0,17482168",A,"0,895615808",A,,n.d.,n.d.,2017
Prefeitura Municipal de Pedro II - PI,2207900,PI,38090,"2,50036E-05",A,"5,955931632",C,,n.d.,n.d.,2017
Prefeitura Municipal de Pedro Laurentino - PI,2207934,PI,2488,"0,088771101",A,"0,958625817",C,,n.d.,n.d.,2017
Prefeitura Municipal de Pedro Leopoldo - MG,3149309,MG,63406,"0,104894777",A,"0,970424203",C,"0,31204928",A,C,2017
Prefeitura Municipal de Pedro Osório - RS,4314209,RS,8005,"0,012120363",A,"0,970905413",C,,n.d.,n.d.,2017
Prefeitura Municipal de Pedro Régis - PB,2512721,PB,6067,"0,048132321",A,"0,937830971",B,"7,133702322",C,C,2017
Prefeitura Municipal de Pedro Teixeira - MG,3149408,MG,1842,0,A,"0,976588268",C,"0,188900707",A,C,2017
Prefeitura Municipal de Pedro Velho - RN,2409803,RN,,,n.d.,"0,991089666",C,,n.d.,n.d.,2017
Prefeitura Municipal de Peixe - TO,1716604,TO,,,n.d.,"0,935297686",B,,n.d.,n.d.,2017
Prefeitura Municipal de Peixe-Boi - PA,1505601,PA,7867,"0,207698324",A,"0,974045086",C,"1,258277858",C,C,2017
Prefeitura Municipal de Peixoto de Azevedo - MT,5106422,MT,33296,"0,012971516",A,"0,861191805",A,"0,061628098",A,A,2017
Prefeitura Municipal de Pejuçara - RS,4314308,RS,4049,"0,044602005",A,"0,856707362",A,"0,047878205",A,A,2017
Prefeitura Municipal de Pelotas - RS,4314407,RS,343651,"0,523303207",A,"0,9047032",B,"11,48513186",C,C,2017
Prefeitura Municipal de Penaforte - CE,2310605,CE,8888,"0,009073682",A,"0,989068871",C,"2,151793018",C,C,2017
Prefeitura Municipal de Penalva - MA,2108306,MA,,,n.d.,,n.d.,,n.d.,n.d.,2017
Prefeitura Municipal de Penápolis - SP,3537305,SP,62409,"0,320995443",A,"0,995239157",C,,n.d.,n.d.,2017
Prefeitura Municipal de Pendências - RN,2409902,RN,14919,"0,403015289",A,"0,9743971",C,0,n.d.,n.d.,2017
Prefeitura Municipal de Penedo - AL,2706703,AL,64292,"0,489687566",A,"0,968092335",C,,n.d.,n.d.,2017
Prefeitura Municipal de Penha - SC,4212502,SC,30262,"0,142056218",A,"0,912625995",B,"0,258663203",A,B,2017
Prefeitura Municipal de Pentecoste - CE,2310704,CE,36928,"0,398165386",A,"0,970840087",C,,n.d.,n.d.,2017
Prefeitura Municipal de Pequeri - MG,3149507,MG,3335,"0,009074681",A,"0,981557865",C,,n.d.,n.d.,2017
Prefeitura Municipal de Pequi - MG,3149606,MG,4369,"0,051898607",A,"0,987457484",C,,n.d.,n.d.,2017
Prefeitura Municipal de Pequizeiro - TO,1716653,TO,,,n.d.,"1,029598756",C,,n.d.,n.d.,2017
Prefeitura Municipal de Perdigão - MG,3149705,MG,10637,"0,032727194",A,"0,840090945",A,,n.d.,n.d.,2017
Prefeitura Municipal de Perdizes - MG,3149804,MG,15785,"0,203563246",A,"0,939390645",B,"0,732176977",A,B,2017
Prefeitura Municipal de Perdões - MG,3149903,MG,21344,"0,134507458",A,"0,849245151",A,,n.d.,n.d.,2017
Prefeitura Municipal de Pereira Barreto - SP,3537404,SP,25779,"0,099504944",A,"0,933313576",B,,n.d.,n.d.,2017
Prefeitura Municipal de Pereiras - SP,3537503,SP,8312,"0,279340004",A,"0,979625597",C,,n.d.,n.d.,2017
Prefeitura Municipal de Pereiro - CE,2310803,CE,16139,"0,008683678",A,"0,912532553",B,,n.d.,n.d.,2017
Prefeitura Municipal de Peri Mirim - MA,2108405,MA,14048,0,A,"0,985802772",C,,n.d.,n.d.,2017
Prefeitura Municipal de Periquito - MG,3149952,MG,7081,"0,110098397",A,"0,945556962",B,,n.d.,n.d.,2017
Prefeitura Municipal de Peritiba - SC,4212601,SC,2880,0,A,"0,863211317",A,"0,068545342",A,A,2017
Prefeitura Municipal de Peritoró - MA,2108454,MA,,,n.d.,,n.d.,,n.d.,n.d.,2017
Prefeitura Municipal de Perobal - PR,4118857,PR,6029,"0,022037782",A,"0,798496144",A,,n.d.,n.d.,2017
Prefeitura Municipal de Pérola - PR,4118907,PR,11020,"0,126761634",A,"0,922664107",B,"0,473017549",A,B,2017
Prefeitura Municipal de Pérola d'Oeste - PR,4119004,PR,6710,0,A,"0,849687692",A,,n.d.,n.d.,2017
Prefeitura Municipal de Perolândia - GO,5216452,GO,3121,"0,020006205",A,"0,984789688",C,,n.d.,n.d.,2017
Prefeitura Municipal de Peruíbe - SP,3537602,SP,65907,"0,153741046",A,"0,98270343",C,"8,117830705",C,C,2017
Prefeitura Municipal de Pescador - MG,3150000,MG,,,n.d.,"1,027117114",C,,n.d.,n.d.,2017
Prefeitura Municipal de Pescaria Brava - SC,4212650,SC,9908,"0,007726811",A,"0,936341139",B,"1,439109213",C,C,2017
Prefeitura Municipal de Pesqueira - PE,2610905,PE,66524,"0,37551266",A,"0,994511503",C,"3,781210721",C,C,2017
Prefeitura Municipal de Petrolândia - PE,2611002,PE,35731,"0,036376992",A,"0,998574138",C,"1,333200045",C,C,2017
Prefeitura Municipal de Petrolândia - SC,4212700,SC,6051,0,A,"0,980876834",C,"0,068282911",A,C,2017
Prefeitura Municipal de Petrolina - PE,2611101,PE,337683,"0,15128385",A,"0,927342218",B,"-0,279328559",C,C,2017
Prefeitura Municipal de Petrolina de Goiás - GO,5216809,GO,10548,"0,258644311",A,"0,862662734",A,,n.d.,n.d.,2017
Prefeitura Municipal de Petrópolis - RJ,3303906,RJ,298158,"0,321439218",A,"1,020745166",C,"1,027020235",C,C,2017
Prefeitura Municipal de Piaçabuçu - AL,2706802,AL,18043,"0,062083998",A,"1,042022475",C,,n.d.,n.d.,2017
Prefeitura Municipal de Piacatu - SP,3537701,SP,,,n.d.,"0,969764716",C,,n.d.,n.d.,2017
Prefeitura Municipal de Piancó - PB,2511301,PB,16039,"0,936361845",B,"0,973838745",C,"6,543355883",C,C,2017
Prefeitura Municipal de Piatã - BA,2924306,BA,18366,"0,671932438",B,"0,987277263",C,"1,125592033",C,C,2017
Prefeitura Municipal de Piau - MG,3150109,MG,2859,0,A,"0,965351681",C,"0,318734514",A,C,2017
Prefeitura Municipal de Picada Café - RS,4314423,RS,5564,0,A,"0,98263531",C,"0,014853194",A,C,2017
Prefeitura Municipal de Piçarra - PA,1505635,PA,12653,"0,141132424",A,"1,051194032",C,"2,576869741",C,C,2017
Prefeitura Municipal de Picos - PI,2208007,PI,76749,"0,602860253",B,"0,949037304",B,"0,287392532",A,B,2017
Prefeitura Municipal de Picuí - PB,2511400,PB,18704,"0,010852338",A,"0,977464528",C,"0,353816228",A,C,2017
Prefeitura Municipal de Piedade - SP,3537800,SP,54907,"0,016603473",A,"0,980267352",C,"0,080781132",A,C,2017
Prefeitura Municipal de Piedade de Caratinga - MG,3150158,MG,8130,"0,000906038",A,"1,022037538",C,"2,932475094",C,C,2017
Prefeitura Municipal de Piedade de Ponte Nova - MG,3150208,MG,4208,"0,062605329",A,"0,960418702",C,"0,922526357",A,C,2017
Prefeitura Municipal de Piedade do Rio Grande - MG,3150307,MG,4703,"0,082236634",A,"0,96511051",C,"0,024624182",A,C,2017
Prefeitura Municipal de Piedade dos Gerais - MG,3150406,MG,4954,"0,118877032",A,"0,951758273",C,,n.d.,n.d.,2017
Prefeitura Municipal de Piên - PR,4119103,PR,12334,"0,120515693",A,"0,936223387",B,,n.d.,n.d.,2017
Prefeitura Municipal de Pilão Arcado - BA,2924405,BA,35590,"0,002302597",A,"0,898178552",A,"17,22937154",C,C,2017
Prefeitura Municipal de Pilar - AL,2706901,AL,35428,"0,540537103",A,"0,990213876",C,,n.d.,n.d.,2017
Prefeitura Municipal de Pilar - PB,2511509,PB,11863,"-0,011211544",A,"0,946714577",B,"13,06823259",C,C,2017
Prefeitura Municipal de Pilar de Goiás - GO,5216908,GO,,,n.d.,"0,831807501",A,,n.d.,n.d.,2017
Prefeitura Municipal de Pilar do Sul - SP,3537909,SP,28516,0,A,"0,975054619",C,"0,194045098",A,C,2017
Prefeitura Municipal de Pilões - PB,2511608,PB,6667,"0,169202407",A,"0,92500483",B,"6,889314663",C,C,2017
Prefeitura Municipal de Pilões - RN,2410009,RN,,,n.d.,"0,896670428",A,"0,163283461",A,n.d.,2017
Prefeitura Municipal de Pilõezinhos - PB,2511707,PB,5099,"0,489673054",A,"0,927767044",B,,n.d.,n.d.,2017
Prefeitura Municipal de Pimenta - MG,3150505,MG,8688,"0,179948504",A,"0,927638851",B,"1,533594875",C,C,2017
Prefeitura Municipal de Pimenta Bueno - RO,1100189,RO,37786,"0,218910088",A,"0,923549052",B,,n.d.,n.d.,2017
Prefeitura Municipal de Pimenteiras - PI,2208106,PI,,,n.d.,"0,86015328",A,,n.d.,n.d.,2017
Prefeitura Municipal de Pimenteiras do Oeste - RO,1101468,RO,2417,"0,003225049",A,"1,02391128",C,"0,029621828",A,C,2017
Prefeitura Municipal de Pindaí - BA,2924504,BA,16849,"1,06106525",B,"0,912526186",B,"-0,084651968",C,C,2017
Prefeitura Municipal de Pindamonhangaba - SP,3538006,SP,162327,"0,015992973",A,"0,974007993",C,"1,423346939",C,C,2017
Prefeitura Municipal de Pindaré-Mirim - MA,2108504,MA,,,n.d.,"1,019331305",C,,n.d.,n.d.,2017
Prefeitura Municipal de Pindoba - AL,2707008,AL,,,n.d.,"0,992457949",C,,n.d.,n.d.,2017
Prefeitura Municipal de Pindobaçu - BA,2924603,BA,21191,"0,128242742",A,"0,917570288",B,"3,387646503",C,C,2017
Prefeitura Municipal de Pindorama - SP,3538105,SP,16501,0,A,"0,969377174",C,"-0,162696592",C,C,2017
Prefeitura Municipal de Pindorama do Tocantins - TO,1717008,TO,4534,"0,023627868",A,"0,96258171",C,,n.d.,n.d.,2017
Prefeitura Municipal de Pindoretama - CE,2310852,CE,20430,"0,101461254",A,"0,961696972",C,"2,884444231",C,C,2017
Prefeitura Municipal de Pingo-d'Água - MG,3150539,MG,4832,"0,005044752",A,"0,91457388",B,,n.d.,n.d.,2017
Prefeitura Municipal de Pinhais - PR,4119152,PR,128256,"0,004216649",A,"0,832577683",A,"0,09486755",A,A,2017
Prefeitura Municipal de Pinhal - RS,4314456,RS,2613,0,A,"0,800854664",A,,n.d.,n.d.,2017
Prefeitura Municipal de Pinhal da Serra - RS,4314464,RS,2115,"0,028193989",A,"1,04412931",C,"0,812384688",A,C,2017
Prefeitura Municipal de Pinhal de São Bento - PR,4119251,PR,2749,"0,069333629",A,"0,976996897",C,"106,0190095",C,C,2017
Prefeitura Municipal de Pinhal Grande - RS,4314472,RS,4552,"0,00732881",A,"0,781521958",A,"0,649107614",A,A,2017
Prefeitura Municipal de Pinhalão - PR,4119202,PR,6433,"0,268034013",A,"0,913056501",B,"3,788760438",C,C,2017
Prefeitura Municipal de Pinhalzinho - SC,4212908,SC,19105,"0,034061919",A,"0,879963025",A,"0,016124204",A,A,2017
Prefeitura Municipal de Pinhalzinho - SP,3538204,SP,14595,"0,039452071",A,"0,970522108",C,"0,090051168",A,C,2017
Prefeitura Municipal de Pinhão - PR,4119301,PR,32152,"0,034255529",A,"0,677515876",A,"1,463920983",C,C,2017
Prefeitura Municipal de Pinhão - SE,2805208,SE,6499,0,A,"0,992257998",C,"33,29893356",C,C,2017
Prefeitura Municipal de Pinheiral - RJ,3303955,RJ,24076,"0,117560212",A,"0,937945862",B,"5,109205469",C,C,2017
Prefeitura Municipal de Pinheirinho do Vale - RS,4314498,RS,4783,0,A,"0,967498871",C,"3,015129979",C,C,2017
Prefeitura Municipal de Pinheiro - MA,2108603,MA,81924,"0,312801362",A,"0,957678193",C,,n.d.,n.d.,2017
Prefeitura Municipal de Pinheiro Machado - RS,4314506,RS,12944,0,A,"0,940030332",B,"-9,285081934",C,C,2017
Prefeitura Municipal de Pinheiro Preto - SC,4213005,SC,3438,"0,055205398",A,"0,829721541",A,"4,9086E-05",A,A,2017
Prefeitura Municipal de Pinheiros - ES,3204104,ES,,,n.d.,"0,889736022",A,,n.d.,n.d.,2017
Prefeitura Municipal de Pintadas - BA,2924652,BA,11036,"0,102445058",A,"0,974241276",C,"3,797673609",C,C,2017
Prefeitura Municipal de Pinto Bandeira - RS,4314548,RS,2847,0,A,"0,847023238",A,,n.d.,n.d.,2017
Prefeitura Municipal de Pintópolis - MG,3150570,MG,7563,"0,100972547",A,"0,892864052",A,"107,6566317",C,C,2017
Prefeitura Municipal de Pio IX - PI,2208205,PI,18095,"0,010935797",A,"1,011173151",C,,n.d.,n.d.,2017
Prefeitura Municipal de Pio XII - MA,2108702,MA,21007,0,A,"0,955173236",C,0,n.d.,n.d.,2017
Prefeitura Municipal de Piquerobi - SP,3538303,SP,3686,"0,006336552",A,"0,977322822",C,"1,213034897",C,C,2017
Prefeitura Municipal de Piquet Carneiro - CE,2310902,CE,16599,"0,216823951",A,"0,96607366",C,"0,601312358",A,C,2017
Prefeitura Municipal de Piquete - SP,3538501,SP,14048,"0,001005064",A,"0,934735573",B,"1,140139301",C,C,2017
Prefeitura Municipal de Piracaia - SP,3538600,SP,26841,0,A,"0,918418",B,"42,01953612",C,C,2017
Prefeitura Municipal de Piracanjuba - GO,5217104,GO,,,n.d.,"0,94401123",B,,n.d.,n.d.,2017
Prefeitura Municipal de Piracema - MG,3150604,MG,6568,"0,170811187",A,"0,922496066",B,,n.d.,n.d.,2017
Prefeitura Municipal de Piracicaba - SP,3538709,SP,394419,"0,121118425",A,"0,979351299",C,,n.d.,n.d.,2017
Prefeitura Municipal de Piracuruca - PI,2208304,PI,28242,"0,004234057",A,"0,946688025",B,"0,579802136",A,B,2017
Prefeitura Municipal de Piraí - RJ,3304003,RJ,28088,"0,025782333",A,"0,871368545",A,"1,017029181",C,C,2017
Prefeitura Municipal de Piraí do Norte - BA,2924678,BA,10386,"0,524308532",A,"0,957683009",C,"13,79093089",C,C,2017
Prefeitura Municipal de Piraí do Sul - PR,4119400,PR,25117,"0,185798546",A,"0,921421808",B,"0,40082779",A,B,2017
Prefeitura Municipal de Piraju - SP,3538808,SP,29728,"0,075857579",A,"0,988375795",C,"0,608902903",A,C,2017
Prefeitura Municipal de Pirajuba - MG,3150703,MG,5665,"0,107943186",A,"0,943723414",B,"2,555994062",C,C,2017
Prefeitura Municipal de Pirajuí - SP,3538907,SP,24762,"0,114141934",A,"0,9797575",C,"0,733693298",A,C,2017
Prefeitura Municipal de Pirambu - SE,2805307,SE,9153,0,A,"0,899322862",A,"0,119163518",A,A,2017
Prefeitura Municipal de Piranga - MG,3150802,MG,17892,"0,022312156",A,"0,996290993",C,"0,274686559",A,C,2017
Prefeitura Municipal de Pirangi - SP,3539004,SP,11272,"0,021335834",A,"0,958553353",C,"0,034729138",A,C,2017
Prefeitura Municipal de Piranguçu - MG,3150901,MG,5495,0,A,"1,053972681",C,,n.d.,n.d.,2017
Prefeitura Municipal de Piranguinho - MG,3151008,MG,8553,"0,017469476",A,"0,918641201",B,"0,132158438",A,B,2017
Prefeitura Municipal de Piranhas - AL,2707107,AL,25130,"0,291175654",A,"0,966214318",C,"1,492283822",C,C,2017
Prefeitura Municipal de Piranhas - GO,5217203,GO,11092,"0,304838271",A,"1,026286237",C,"4,797287264",C,C,2017
Prefeitura Municipal de Pirapemas - MA,2108801,MA,18302,0,A,"0,943760542",B,0,n.d.,n.d.,2017
Prefeitura Municipal de Pirapetinga - MG,3151107,MG,10848,"0,221313872",A,"0,970094153",C,,n.d.,n.d.,2017
Prefeitura Municipal de Pirapó - RS,4314555,RS,2651,"0,047731964",A,"0,875568671",A,"1,175369136",C,C,2017
Prefeitura Municipal de Pirapora - MG,3151206,MG,56474,"0,213134956",A,"0,939289291",B,,n.d.,n.d.,2017
Prefeitura Municipal de Pirapora do Bom Jesus - SP,3539103,SP,17913,"0,302570012",A,"1,041153153",C,"6,760399167",C,C,2017
Prefeitura Municipal de Pirapozinho - SP,3539202,SP,26810,"0,031271853",A,"0,971502568",C,"-5,440978177",C,C,2017
Prefeitura Municipal de Piraquara - PR,4119509,PR,106132,"0,120901744",A,"0,922371881",B,"0,012419305",A,B,2017
Prefeitura Municipal de Piraquê - TO,1717206,TO,,,n.d.,,n.d.,,n.d.,n.d.,2017
Prefeitura Municipal de Pirassununga - SP,3539301,SP,75035,"0,1077687",A,"1,053752858",C,,n.d.,n.d.,2017
Prefeitura Municipal de Piratini - RS,4314605,RS,20757,"0,01071074",A,"0,907642925",B,"-6,722684605",C,C,2017
Prefeitura Municipal de Piratininga - SP,3539400,SP,13216,"0,009562539",A,"0,882551572",A,,n.d.,n.d.,2017
Prefeitura Municipal de Piratuba - SC,4213104,SC,4209,0,A,"0,894386231",A,"0,170312209",A,A,2017
Prefeitura Municipal de Piraúba - MG,3151305,MG,11090,"0,016084448",A,"0,943989237",B,"0,203307267",A,B,2017
Prefeitura Municipal de Pirenópolis - GO,5217302,GO,24604,"0,084740817",A,"0,879196155",A,"0,264017042",A,A,2017
Prefeitura Municipal de Pires do Rio - GO,5217401,GO,30930,"0,236181151",A,"0,81143088",A,,n.d.,n.d.,2017
Prefeitura Municipal de Pires Ferreira - CE,2310951,CE,10730,"0,016934536",A,"0,935673023",B,"1,049947041",C,C,2017
Prefeitura Municipal de Piripá - BA,2924702,BA,12035,"1,477513194",B,"0,970131372",C,"22,96628258",C,C,2017
Prefeitura Municipal de Piripiri - PI,2208403,PI,62695,"0,177164107",A,"0,900702004",B,0,n.d.,n.d.,2017
Prefeitura Municipal de Piritiba - BA,2924801,BA,25002,"0,243046925",A,"0,918068188",B,,n.d.,n.d.,2017
Prefeitura Municipal de Pirpirituba - PB,2511806,PB,,,n.d.,"0,78255081",A,"9,090909662",C,n.d.,2017
Prefeitura Municipal de Pitanga - PR,4119608,PR,32215,"0,169648248",A,"0,91389203",B,"0,113027095",A,B,2017
Prefeitura Municipal de Pitangueiras - PR,4119657,PR,3107,"0,01910613",A,"0,942024725",B,,n.d.,n.d.,2017
Prefeitura Municipal de Pitangueiras - SP,3539509,SP,38554,"0,118939783",A,"0,898928742",A,"0,114175193",A,A,2017
Prefeitura Municipal de Pitangui - MG,3151404,MG,27495,"0,264062511",A,"0,850060643",A,"0,084546315",A,A,2017
Prefeitura Municipal de Pitimbu - PB,2511905,PB,,,n.d.,,n.d.,"0,767344689",A,n.d.,2017
Prefeitura Municipal de Pium - TO,1717503,TO,,,n.d.,"0,88936162",A,,n.d.,n.d.,2017
Prefeitura Municipal de Piúma - ES,3204203,ES,21030,0,A,"0,958801348",C,"-4,347258566",C,C,2017
Prefeitura Municipal de Piumhi - MG,3151503,MG,34306,"0,027114672",A,"0,90915133",B,"0,065058548",A,B,2017
Prefeitura Municipal de Placas - PA,1505650,PA,29336,"0,011487436",A,"0,979501057",C,"1,592624886",C,C,2017
Prefeitura Municipal de Plácido de Castro - AC,1200385,AC,,,n.d.,"0,911301557",B,"0,588222767",A,n.d.,2017
Prefeitura Municipal de Planaltina - GO,5217609,GO,88178,"0,286377072",A,"1,005798519",C,"1,830678644",C,C,2017
Prefeitura Municipal de Planaltina do Paraná - PR,4119707,PR,4290,0,A,"0,888056905",A,"0,103200221",A,A,2017
Prefeitura Municipal de Planaltino - BA,2924900,BA,9529,"0,124363896",A,"0,933976895",B,"5,273638998",C,C,2017
Prefeitura Municipal de Planalto - BA,2925006,BA,26743,"0,80970593",B,"0,937136497",B,,n.d.,n.d.,2017
Prefeitura Municipal de Planalto - PR,4119806,PR,13907,"0,05086426",A,"0,826784712",A,,n.d.,n.d.,2017
Prefeitura Municipal de Planalto - RS,4314704,RS,10650,"0,028795233",A,"0,949137297",B,0,n.d.,n.d.,2017
Prefeitura Municipal de Planalto - SP,3539608,SP,5005,"0,021940511",A,"0,967903632",C,,n.d.,n.d.,2017
